DeliveryID,Distance (km),Package_Weight (kg),Weather_Conditions,Traffic_Level,Start_Time_Delivery,Delivery_Time (mins),Delivery_Difficulty,Distance_Category,Start_Hour,Peak_Hours,Combined_Condition,Efficiency
D21468,4.1,2.1,Foggy,Low,13:47,100,8.61,Short,13,0,Foggy + Low,24.390243902439025
D21469,11.7,7.2,Sunny,High,12:35,23,84.24,Long,12,0,Sunny + High,1.965811965811966
D21470,8.4,6.5,Cloudy,Medium,17:26,93,54.6,Medium,17,1,Cloudy + Medium,11.071428571428571
D21471,15.6,6.6,Foggy,High,19:01,57,102.96,Long,19,1,Foggy + High,3.6538461538461537
D21472,19.5,9.6,Foggy,Low,19:07,24,187.2,Long,19,1,Foggy + Low,1.2307692307692308
D21473,17.5,2.3,Cloudy,High,20:39,61,40.25,Long,20,0,Cloudy + High,3.4857142857142858
D21474,12.5,5.2,Sunny,High,16:47,68,65.0,Long,16,0,Sunny + High,5.44
D21475,7.7,9.7,Rainy,High,8:13,89,74.69,Medium,8,1,Rainy + High,11.558441558441558
D21476,9.6,6.0,Snowy,Medium,20:14,50,57.599999999999994,Medium,20,0,Snowy + Medium,5.208333333333334
D21477,5.1,3.3,Rainy,High,12:13,68,16.83,Medium,12,0,Rainy + High,13.333333333333334
D21478,2.7,7.2,Rainy,Low,9:18,91,19.44,Short,9,1,Rainy + Low,33.7037037037037
D21479,10.9,2.3,Rainy,Medium,8:36,83,25.07,Long,8,1,Rainy + Medium,7.614678899082569
D21480,16.0,3.5,Foggy,Medium,10:34,113,56.0,Long,10,0,Foggy + Medium,7.0625
D21481,5.8,2.2,Cloudy,Medium,17:56,39,12.76,Medium,17,1,Cloudy + Medium,6.724137931034483
D21482,2.2,6.4,Rainy,High,15:11,83,14.080000000000002,Short,15,0,Rainy + High,37.72727272727273
D21483,12.2,5.8,Cloudy,Low,19:54,20,70.75999999999999,Long,19,1,Cloudy + Low,1.639344262295082
D21484,4.9,4.3,Cloudy,Medium,18:13,58,21.07,Short,18,1,Cloudy + Medium,11.83673469387755
D21485,14.2,6.2,Cloudy,Low,15:30,32,88.03999999999999,Long,15,0,Cloudy + Low,2.2535211267605635
D21486,2.8,4.0,Foggy,Medium,13:23,120,11.2,Short,13,0,Foggy + Medium,42.85714285714286
D21487,5.5,1.6,Rainy,Medium,8:16,56,8.8,Medium,8,1,Rainy + Medium,10.181818181818182
D21488,4.4,9.6,Rainy,Medium,20:07,94,42.24,Short,20,0,Rainy + Medium,21.363636363636363
D21489,5.8,7.4,Cloudy,Low,17:48,17,42.92,Medium,17,1,Cloudy + Low,2.931034482758621
D21490,16.5,1.5,Foggy,High,13:14,72,24.75,Long,13,0,Foggy + High,4.363636363636363
D21491,8.8,4.0,Cloudy,Medium,11:17,25,35.2,Medium,11,0,Cloudy + Medium,2.840909090909091
D21492,11.6,7.4,Sunny,Low,12:55,97,85.84,Long,12,0,Sunny + Low,8.362068965517242
D21493,7.8,4.4,Cloudy,High,10:31,37,34.32,Medium,10,0,Cloudy + High,4.743589743589744
D21494,18.7,2.6,Snowy,High,12:02,92,48.62,Long,12,0,Snowy + High,4.919786096256685
D21495,3.8,3.7,Foggy,Medium,20:23,53,14.06,Short,20,0,Foggy + Medium,13.947368421052632
D21496,15.2,9.7,Cloudy,Medium,9:32,95,147.43999999999997,Long,9,1,Cloudy + Medium,6.25
D21497,7.0,0.7,Sunny,Medium,16:08,120,4.8999999999999995,Medium,16,0,Sunny + Medium,17.142857142857142
D21498,14.0,2.3,Snowy,Low,7:53,51,32.199999999999996,Long,7,1,Snowy + Low,3.642857142857143
D21499,12.6,2.9,Cloudy,Low,13:54,40,36.54,Long,13,0,Cloudy + Low,3.174603174603175
D21500,15.9,9.3,Snowy,Low,19:08,31,147.87,Long,19,1,Snowy + Low,1.949685534591195
D21501,13.0,2.0,Foggy,High,20:36,64,26.0,Long,20,0,Foggy + High,4.923076923076923
D21502,4.5,3.7,Foggy,Medium,20:04,41,16.650000000000002,Short,20,0,Foggy + Medium,9.11111111111111
D21503,12.7,3.9,Foggy,Medium,7:06,30,49.529999999999994,Long,7,1,Foggy + Medium,2.362204724409449
D21504,5.7,7.7,Foggy,High,8:31,30,43.89,Medium,8,1,Foggy + High,5.263157894736842
D21505,14.4,3.6,Cloudy,Medium,15:14,109,51.84,Long,15,0,Cloudy + Medium,7.569444444444445
D21506,2.8,3.7,Snowy,High,17:23,29,10.36,Short,17,1,Snowy + High,10.357142857142858
D21507,14.9,9.6,Rainy,Low,9:20,35,143.04,Long,9,1,Rainy + Low,2.348993288590604
D21508,13.7,9.6,Rainy,High,16:01,113,131.51999999999998,Long,16,0,Rainy + High,8.248175182481752
D21509,9.6,5.5,Cloudy,Low,12:21,37,52.8,Medium,12,0,Cloudy + Low,3.854166666666667
D21510,19.5,6.0,Foggy,Low,10:19,103,117.0,Long,10,0,Foggy + Low,5.282051282051282
D21511,19.5,5.4,Snowy,Low,11:45,96,105.30000000000001,Long,11,0,Snowy + Low,4.923076923076923
D21512,1.4,8.5,Cloudy,High,20:27,106,11.899999999999999,Short,20,0,Cloudy + High,75.71428571428572
D21513,4.7,6.1,Cloudy,Medium,18:58,85,28.669999999999998,Short,18,1,Cloudy + Medium,18.085106382978722
D21514,18.0,2.7,Foggy,Low,6:57,12,48.6,Long,6,0,Foggy + Low,0.6666666666666666
D21515,18.1,9.4,Foggy,Low,17:28,28,170.14000000000001,Long,17,1,Foggy + Low,1.5469613259668507
D21516,19.6,9.4,Rainy,Medium,7:01,58,184.24,Long,7,1,Rainy + Medium,2.9591836734693877
D21517,14.9,8.9,Snowy,Low,15:19,91,132.61,Long,15,0,Snowy + Low,6.10738255033557
D21518,9.4,10.0,Snowy,Medium,17:27,95,94.0,Medium,17,1,Snowy + Medium,10.106382978723405
D21519,16.6,5.1,Rainy,Medium,13:14,26,84.66,Long,13,0,Rainy + Medium,1.5662650602409638
D21520,14.1,9.1,Sunny,Medium,9:34,88,128.31,Long,9,1,Sunny + Medium,6.24113475177305
D21521,2.1,4.0,Cloudy,Low,15:13,44,8.4,Short,15,0,Cloudy + Low,20.952380952380953
D21522,15.5,5.2,Foggy,Low,12:43,21,80.60000000000001,Long,12,0,Foggy + Low,1.3548387096774193
D21523,18.6,6.0,Foggy,Medium,16:02,44,111.60000000000001,Long,16,0,Foggy + Medium,2.365591397849462
D21524,8.3,3.5,Sunny,Low,10:41,42,29.050000000000004,Medium,10,0,Sunny + Low,5.0602409638554215
D21525,2.1,6.9,Rainy,High,6:40,11,14.490000000000002,Short,6,0,Rainy + High,5.238095238095238
D21526,16.2,7.6,Foggy,Low,11:42,111,123.11999999999999,Long,11,0,Foggy + Low,6.851851851851852
D21527,4.5,9.4,Cloudy,Low,14:50,106,42.300000000000004,Short,14,0,Cloudy + Low,23.555555555555557
D21528,8.2,4.6,Sunny,Low,10:04,69,37.71999999999999,Medium,10,0,Sunny + Low,8.414634146341465
D21529,1.6,1.4,Rainy,Low,16:08,55,2.2399999999999998,Short,16,0,Rainy + Low,34.375
D21530,15.5,3.6,Foggy,Medium,12:37,41,55.800000000000004,Long,12,0,Foggy + Medium,2.6451612903225805
D21531,12.9,9.9,Snowy,Medium,10:00,42,127.71000000000001,Long,10,0,Snowy + Medium,3.255813953488372
D21532,3.2,1.6,Sunny,Low,18:38,96,5.120000000000001,Short,18,1,Sunny + Low,30.0
D21533,2.0,8.3,Sunny,High,19:59,60,16.6,Short,19,1,Sunny + High,30.0
D21534,5.3,1.4,Rainy,High,11:58,76,7.419999999999999,Medium,11,0,Rainy + High,14.339622641509434
D21535,3.2,6.2,Snowy,High,7:42,22,19.840000000000003,Short,7,1,Snowy + High,6.875
D21536,16.4,9.3,Foggy,Medium,13:15,120,152.52,Long,13,0,Foggy + Medium,7.317073170731708
D21537,7.7,4.8,Snowy,Low,7:17,38,36.96,Medium,7,1,Snowy + Low,4.935064935064935
D21538,2.6,3.7,Foggy,Medium,17:53,111,9.620000000000001,Short,17,1,Foggy + Medium,42.69230769230769
D21539,7.9,5.0,Snowy,Medium,13:50,77,39.5,Medium,13,0,Snowy + Medium,9.746835443037975
D21540,1.6,5.3,Cloudy,Low,7:38,37,8.48,Short,7,1,Cloudy + Low,23.125
D21541,18.1,4.2,Sunny,High,12:53,92,76.02000000000001,Long,12,0,Sunny + High,5.082872928176795
D21542,9.1,4.3,Foggy,Low,18:20,39,39.129999999999995,Medium,18,1,Foggy + Low,4.285714285714286
D21543,15.4,1.2,Rainy,Low,6:54,45,18.48,Long,6,0,Rainy + Low,2.922077922077922
D21544,18.0,6.0,Snowy,Low,18:42,113,108.0,Long,18,1,Snowy + Low,6.277777777777778
D21545,16.7,1.7,Rainy,Medium,6:30,113,28.389999999999997,Long,6,0,Rainy + Medium,6.766467065868264
D21546,8.8,8.0,Cloudy,High,16:05,93,70.4,Medium,16,0,Cloudy + High,10.568181818181817
D21547,16.4,8.2,Foggy,Low,9:34,31,134.48,Long,9,1,Foggy + Low,1.8902439024390245
D21548,13.0,3.8,Foggy,Medium,12:49,32,49.4,Long,12,0,Foggy + Medium,2.4615384615384617
D21549,16.5,3.0,Rainy,Low,17:48,75,49.5,Long,17,1,Rainy + Low,4.545454545454546
D21550,11.2,2.1,Foggy,Low,9:30,44,23.52,Long,9,1,Foggy + Low,3.928571428571429
D21551,11.3,4.9,Cloudy,Low,8:42,33,55.370000000000005,Long,8,1,Cloudy + Low,2.9203539823008846
D21552,7.3,5.1,Cloudy,Low,8:22,92,37.23,Medium,8,1,Cloudy + Low,12.602739726027398
D21553,3.7,0.8,Sunny,High,7:59,115,2.9600000000000004,Short,7,1,Sunny + High,31.08108108108108
D21554,4.6,8.6,Snowy,Low,18:49,41,39.559999999999995,Short,18,1,Snowy + Low,8.913043478260871
D21555,14.0,9.0,Cloudy,High,6:28,21,126.0,Long,6,0,Cloudy + High,1.5
D21556,12.8,8.4,Sunny,Low,7:17,48,107.52000000000001,Long,7,1,Sunny + Low,3.75
D21557,5.1,6.7,Rainy,Low,18:08,23,34.17,Medium,18,1,Rainy + Low,4.509803921568627
D21558,10.8,0.6,Sunny,Low,12:59,100,6.48,Long,12,0,Sunny + Low,9.25925925925926
D21559,10.7,1.5,Cloudy,High,11:36,34,16.049999999999997,Long,11,0,Cloudy + High,3.1775700934579443
D21560,11.0,9.5,Snowy,Medium,13:52,109,104.5,Long,13,0,Snowy + Medium,9.909090909090908
D21561,1.5,9.5,Snowy,High,15:17,29,14.25,Short,15,0,Snowy + High,19.333333333333332
D21562,12.7,8.8,Rainy,High,14:36,23,111.76,Long,14,0,Rainy + High,1.8110236220472442
D21563,9.1,9.6,Cloudy,Low,12:52,86,87.36,Medium,12,0,Cloudy + Low,9.45054945054945
D21564,8.5,3.6,Foggy,Medium,17:44,103,30.6,Medium,17,1,Foggy + Medium,12.117647058823529
D21565,18.7,4.2,Cloudy,Low,10:25,57,78.54,Long,10,0,Cloudy + Low,3.0481283422459895
D21566,18.7,6.9,Snowy,Low,13:28,58,129.03,Long,13,0,Snowy + Low,3.1016042780748663
D21567,14.6,8.1,Foggy,Low,20:05,75,118.25999999999999,Long,20,0,Foggy + Low,5.136986301369864
D21568,6.4,6.6,Sunny,High,8:29,54,42.24,Medium,8,1,Sunny + High,8.4375
D21569,10.9,3.5,Foggy,Low,20:24,119,38.15,Long,20,0,Foggy + Low,10.91743119266055
D21570,12.7,4.4,Rainy,Medium,20:20,58,55.88,Long,20,0,Rainy + Medium,4.566929133858268
D21571,14.9,1.0,Rainy,High,7:41,100,14.9,Long,7,1,Rainy + High,6.7114093959731544
D21572,15.0,2.4,Foggy,Low,12:20,23,36.0,Long,12,0,Foggy + Low,1.5333333333333334
D21573,14.9,8.6,Foggy,High,10:30,14,128.14,Long,10,0,Foggy + High,0.9395973154362416
D21574,10.8,5.7,Rainy,High,9:40,94,61.56000000000001,Long,9,1,Rainy + High,8.703703703703702
D21575,10.0,5.7,Foggy,High,7:58,56,57.0,Medium,7,1,Foggy + High,5.6
D21576,18.9,6.2,Rainy,Low,7:11,33,117.17999999999999,Long,7,1,Rainy + Low,1.7460317460317463
D21577,10.5,6.1,Rainy,Medium,10:20,85,64.05,Long,10,0,Rainy + Medium,8.095238095238095
D21578,6.3,7.7,Foggy,High,13:53,64,48.51,Medium,13,0,Foggy + High,10.158730158730158
D21579,1.2,7.5,Cloudy,Medium,7:04,119,9.0,Short,7,1,Cloudy + Medium,99.16666666666667
D21580,1.0,3.1,Snowy,Low,7:22,105,3.1,Short,7,1,Snowy + Low,105.0
D21581,14.5,4.0,Snowy,Low,19:58,82,58.0,Long,19,1,Snowy + Low,5.655172413793103
D21582,2.1,2.1,Sunny,High,18:34,39,4.41,Short,18,1,Sunny + High,18.57142857142857
D21583,13.9,6.4,Sunny,Medium,7:58,88,88.96000000000001,Long,7,1,Sunny + Medium,6.330935251798561
D21584,1.8,8.5,Rainy,Low,7:15,14,15.3,Short,7,1,Rainy + Low,7.777777777777778
D21585,16.5,6.8,Rainy,Low,17:34,36,112.2,Long,17,1,Rainy + Low,2.1818181818181817
D21586,5.5,2.9,Cloudy,Medium,11:25,101,15.95,Medium,11,0,Cloudy + Medium,18.363636363636363
D21587,18.6,1.1,Snowy,High,9:28,49,20.460000000000004,Long,9,1,Snowy + High,2.6344086021505375
D21588,1.9,8.5,Sunny,High,7:34,106,16.15,Short,7,1,Sunny + High,55.78947368421053
D21589,2.2,4.9,Sunny,Medium,16:03,41,10.780000000000001,Short,16,0,Sunny + Medium,18.636363636363633
D21590,3.3,9.7,Foggy,Medium,8:07,49,32.01,Short,8,1,Foggy + Medium,14.84848484848485
D21591,13.0,8.5,Snowy,Medium,11:40,109,110.5,Long,11,0,Snowy + Medium,8.384615384615385
D21592,4.1,2.5,Cloudy,Low,15:42,10,10.25,Short,15,0,Cloudy + Low,2.439024390243903
D21593,13.8,10.0,Foggy,High,15:11,40,138.0,Long,15,0,Foggy + High,2.898550724637681
D21594,3.3,3.0,Cloudy,Medium,15:38,70,9.899999999999999,Short,15,0,Cloudy + Medium,21.212121212121215
D21595,19.0,9.5,Sunny,Low,7:08,84,180.5,Long,7,1,Sunny + Low,4.421052631578948
D21596,3.3,0.7,Snowy,High,12:36,80,2.3099999999999996,Short,12,0,Snowy + High,24.242424242424242
D21597,1.6,9.8,Cloudy,High,19:32,13,15.680000000000001,Short,19,1,Cloudy + High,8.125
D21598,16.3,6.1,Rainy,Medium,9:53,51,99.42999999999999,Long,9,1,Rainy + Medium,3.1288343558282206
D21599,17.5,3.6,Foggy,High,15:48,67,63.0,Long,15,0,Foggy + High,3.8285714285714287
D21600,5.6,3.9,Cloudy,Low,11:07,31,21.84,Medium,11,0,Cloudy + Low,5.5357142857142865
D21601,6.2,2.2,Foggy,Low,13:46,51,13.640000000000002,Medium,13,0,Foggy + Low,8.225806451612902
D21602,3.9,1.1,Sunny,Medium,7:53,58,4.29,Short,7,1,Sunny + Medium,14.871794871794872
D21603,11.9,4.5,Snowy,High,17:08,62,53.550000000000004,Long,17,1,Snowy + High,5.2100840336134455
D21604,19.0,7.3,Snowy,High,7:15,72,138.7,Long,7,1,Snowy + High,3.789473684210526
D21605,10.9,1.4,Cloudy,Low,15:20,116,15.26,Long,15,0,Cloudy + Low,10.642201834862385
D21606,10.3,1.1,Cloudy,Medium,16:12,107,11.330000000000002,Long,16,0,Cloudy + Medium,10.388349514563107
D21607,3.0,3.0,Rainy,High,13:45,34,9.0,Short,13,0,Rainy + High,11.333333333333334
D21608,9.7,6.9,Foggy,Low,20:24,57,66.92999999999999,Medium,20,0,Foggy + Low,5.876288659793815
D21609,10.4,8.9,Cloudy,Medium,15:10,110,92.56,Long,15,0,Cloudy + Medium,10.576923076923077
D21610,17.7,8.2,Foggy,Low,6:10,25,145.14,Long,6,0,Foggy + Low,1.4124293785310735
D21611,7.1,9.9,Sunny,High,20:48,47,70.28999999999999,Medium,20,0,Sunny + High,6.619718309859155
D21612,11.5,4.9,Rainy,High,20:32,96,56.35,Long,20,0,Rainy + High,8.347826086956522
D21613,19.1,3.0,Foggy,Low,8:29,66,57.300000000000004,Long,8,1,Foggy + Low,3.4554973821989527
D21614,18.8,1.7,Rainy,Low,8:46,74,31.96,Long,8,1,Rainy + Low,3.9361702127659575
D21615,3.5,4.0,Cloudy,High,6:31,78,14.0,Short,6,0,Cloudy + High,22.285714285714285
D21616,18.7,7.1,Sunny,Low,8:40,19,132.76999999999998,Long,8,1,Sunny + Low,1.0160427807486632
D21617,11.6,2.1,Foggy,Medium,14:24,106,24.36,Long,14,0,Foggy + Medium,9.13793103448276
D21618,19.6,4.6,Cloudy,High,13:13,19,90.16,Long,13,0,Cloudy + High,0.9693877551020408
D21619,4.3,2.4,Snowy,Medium,13:07,62,10.319999999999999,Short,13,0,Snowy + Medium,14.418604651162791
D21620,19.5,0.7,Snowy,Low,13:30,116,13.649999999999999,Long,13,0,Snowy + Low,5.948717948717949
D21621,15.5,7.6,Foggy,High,20:46,116,117.8,Long,20,0,Foggy + High,7.483870967741935
D21622,12.9,1.0,Sunny,Medium,11:03,43,12.9,Long,11,0,Sunny + Medium,3.333333333333333
D21623,5.6,4.3,Cloudy,Low,10:23,42,24.08,Medium,10,0,Cloudy + Low,7.500000000000001
D21624,15.4,4.7,Foggy,High,16:39,47,72.38000000000001,Long,16,0,Foggy + High,3.051948051948052
D21625,11.4,8.8,Cloudy,Medium,20:29,52,100.32000000000001,Long,20,0,Cloudy + Medium,4.56140350877193
D21626,4.2,4.5,Foggy,High,13:54,87,18.900000000000002,Short,13,0,Foggy + High,20.71428571428571
D21627,8.1,2.9,Snowy,Medium,6:10,11,23.49,Medium,6,0,Snowy + Medium,1.3580246913580247
D21628,19.4,0.9,Foggy,High,9:30,47,17.46,Long,9,1,Foggy + High,2.4226804123711343
D21629,10.9,9.3,Rainy,Medium,17:48,39,101.37,Long,17,1,Rainy + Medium,3.5779816513761467
D21630,10.6,1.8,Foggy,High,7:30,60,19.08,Long,7,1,Foggy + High,5.660377358490567
D21631,15.0,6.9,Sunny,Low,15:18,47,103.5,Long,15,0,Sunny + Low,3.1333333333333333
D21632,7.5,7.9,Foggy,High,12:55,18,59.25,Medium,12,0,Foggy + High,2.4
D21633,11.7,1.1,Snowy,Medium,20:58,74,12.870000000000001,Long,20,0,Snowy + Medium,6.324786324786325
D21634,1.9,0.8,Rainy,Low,19:45,96,1.52,Short,19,1,Rainy + Low,50.526315789473685
D21635,17.5,2.3,Snowy,Medium,10:29,84,40.25,Long,10,0,Snowy + Medium,4.8
D21636,6.6,8.9,Snowy,Low,12:28,41,58.74,Medium,12,0,Snowy + Low,6.212121212121213
D21637,14.5,5.9,Rainy,High,14:13,38,85.55000000000001,Long,14,0,Rainy + High,2.6206896551724137
D21638,3.3,1.3,Cloudy,High,6:13,57,4.29,Short,6,0,Cloudy + High,17.272727272727273
D21639,8.1,4.4,Cloudy,Medium,15:20,37,35.64,Medium,15,0,Cloudy + Medium,4.567901234567901
D21640,6.1,9.6,Sunny,High,8:50,42,58.559999999999995,Medium,8,1,Sunny + High,6.885245901639345
D21641,17.2,4.6,Foggy,High,20:06,101,79.11999999999999,Long,20,0,Foggy + High,5.872093023255815
D21642,12.3,1.6,Cloudy,Low,19:31,41,19.680000000000003,Long,19,1,Cloudy + Low,3.333333333333333
D21643,6.7,2.2,Rainy,High,10:07,67,14.740000000000002,Medium,10,0,Rainy + High,10.0
D21644,10.1,4.5,Sunny,Medium,18:52,40,45.449999999999996,Long,18,1,Sunny + Medium,3.9603960396039604
D21645,19.5,5.2,Rainy,High,20:20,29,101.4,Long,20,0,Rainy + High,1.4871794871794872
D21646,10.9,6.6,Rainy,High,12:10,89,71.94,Long,12,0,Rainy + High,8.1651376146789
D21647,19.8,2.6,Rainy,Low,20:03,20,51.480000000000004,Long,20,0,Rainy + Low,1.0101010101010102
D21648,10.2,9.7,Snowy,High,16:42,114,98.93999999999998,Long,16,0,Snowy + High,11.176470588235295
D21649,5.4,1.7,Foggy,High,6:19,81,9.18,Medium,6,0,Foggy + High,14.999999999999998
D21650,6.7,9.7,Foggy,Medium,9:26,74,64.99,Medium,9,1,Foggy + Medium,11.044776119402984
D21651,9.7,5.5,Rainy,Medium,15:38,119,53.349999999999994,Medium,15,0,Rainy + Medium,12.268041237113403
D21652,9.6,6.2,Foggy,Low,17:48,78,59.519999999999996,Medium,17,1,Foggy + Low,8.125
D21653,13.9,3.4,Snowy,Low,17:14,33,47.26,Long,17,1,Snowy + Low,2.3741007194244603
D21654,10.5,9.1,Foggy,High,17:57,69,95.55,Long,17,1,Foggy + High,6.571428571428571
D21655,12.4,4.1,Snowy,High,20:51,32,50.839999999999996,Long,20,0,Snowy + High,2.5806451612903225
D21656,11.2,10.0,Sunny,Low,12:17,35,112.0,Long,12,0,Sunny + Low,3.125
D21657,18.0,3.9,Foggy,Medium,19:52,111,70.2,Long,19,1,Foggy + Medium,6.166666666666667
D21658,1.3,8.8,Cloudy,Low,16:27,119,11.440000000000001,Short,16,0,Cloudy + Low,91.53846153846153
D21659,5.4,2.3,Rainy,Medium,18:33,95,12.42,Medium,18,1,Rainy + Medium,17.59259259259259
D21660,10.5,3.9,Snowy,Low,9:10,43,40.949999999999996,Long,9,1,Snowy + Low,4.095238095238095
D21661,14.3,3.8,Cloudy,Low,12:24,116,54.34,Long,12,0,Cloudy + Low,8.111888111888112
D21662,8.7,6.2,Rainy,Medium,9:18,76,53.94,Medium,9,1,Rainy + Medium,8.735632183908047
D21663,14.4,9.0,Foggy,Medium,16:58,85,129.6,Long,16,0,Foggy + Medium,5.902777777777778
D21664,16.5,5.1,Foggy,Low,8:10,11,84.14999999999999,Long,8,1,Foggy + Low,0.6666666666666666
D21665,19.9,1.5,Cloudy,Medium,8:25,79,29.849999999999998,Long,8,1,Cloudy + Medium,3.969849246231156
D21666,2.0,0.8,Rainy,High,10:26,19,1.6,Short,10,0,Rainy + High,9.5
D21667,13.0,3.0,Cloudy,High,7:19,13,39.0,Long,7,1,Cloudy + High,1.0
D21668,5.3,1.5,Foggy,Low,7:48,105,7.949999999999999,Medium,7,1,Foggy + Low,19.81132075471698
D21669,16.5,7.8,Foggy,Medium,9:07,66,128.7,Long,9,1,Foggy + Medium,4.0
D21670,4.2,0.6,Snowy,High,9:56,65,2.52,Short,9,1,Snowy + High,15.476190476190476
D21671,15.8,8.1,Foggy,High,19:15,110,127.98,Long,19,1,Foggy + High,6.962025316455696
D21672,7.8,4.8,Foggy,Low,8:32,117,37.44,Medium,8,1,Foggy + Low,15.0
D21673,3.7,4.4,Sunny,High,9:14,25,16.28,Short,9,1,Sunny + High,6.756756756756756
D21674,9.1,5.1,Snowy,Medium,16:47,31,46.41,Medium,16,0,Snowy + Medium,3.406593406593407
D21675,16.4,9.2,Snowy,Low,19:54,113,150.87999999999997,Long,19,1,Snowy + Low,6.890243902439025
D21676,10.5,3.3,Sunny,Low,8:32,104,34.65,Long,8,1,Sunny + Low,9.904761904761905
D21677,2.6,1.8,Cloudy,High,10:53,35,4.680000000000001,Short,10,0,Cloudy + High,13.461538461538462
D21678,1.9,3.8,Foggy,Low,14:00,20,7.22,Short,14,0,Foggy + Low,10.526315789473685
D21679,3.9,6.3,Snowy,High,6:39,17,24.57,Short,6,0,Snowy + High,4.3589743589743595
D21680,17.9,9.0,Rainy,Medium,20:28,13,161.1,Long,20,0,Rainy + Medium,0.7262569832402235
D21681,16.3,5.3,Sunny,Medium,10:30,98,86.39,Long,10,0,Sunny + Medium,6.012269938650307
D21682,2.9,9.6,Sunny,Low,7:49,66,27.84,Short,7,1,Sunny + Low,22.758620689655174
D21683,13.0,5.6,Cloudy,High,12:54,100,72.8,Long,12,0,Cloudy + High,7.6923076923076925
D21684,17.4,4.4,Rainy,Low,13:52,72,76.56,Long,13,0,Rainy + Low,4.137931034482759
D21685,12.0,8.5,Rainy,High,18:23,58,102.0,Long,18,1,Rainy + High,4.833333333333333
D21686,5.4,3.6,Snowy,Medium,9:08,79,19.44,Medium,9,1,Snowy + Medium,14.629629629629628
D21687,19.5,5.5,Rainy,Medium,11:21,24,107.25,Long,11,0,Rainy + Medium,1.2307692307692308
D21688,10.3,1.7,Rainy,Medium,12:38,21,17.51,Long,12,0,Rainy + Medium,2.0388349514563107
D21689,4.0,3.2,Sunny,Medium,15:18,33,12.8,Short,15,0,Sunny + Medium,8.25
D21690,19.4,6.9,Cloudy,Low,6:56,40,133.85999999999999,Long,6,0,Cloudy + Low,2.061855670103093
D21691,4.6,6.2,Foggy,Medium,20:37,45,28.52,Short,20,0,Foggy + Medium,9.782608695652174
D21692,11.2,9.9,Rainy,Low,7:10,14,110.88,Long,7,1,Rainy + Low,1.25
D21693,18.6,2.4,Snowy,High,13:06,15,44.64,Long,13,0,Snowy + High,0.8064516129032258
D21694,7.3,6.3,Foggy,High,16:04,113,45.989999999999995,Medium,16,0,Foggy + High,15.479452054794521
D21695,6.6,0.9,Foggy,Medium,17:08,50,5.9399999999999995,Medium,17,1,Foggy + Medium,7.575757575757576
D21696,19.1,8.9,Cloudy,Low,19:45,41,169.99,Long,19,1,Cloudy + Low,2.1465968586387434
D21697,19.2,9.6,Sunny,Medium,19:25,24,184.32,Long,19,1,Sunny + Medium,1.25
D21698,16.4,4.9,Rainy,Medium,15:03,72,80.36,Long,15,0,Rainy + Medium,4.390243902439025
D21699,9.0,3.7,Cloudy,High,16:40,17,33.300000000000004,Medium,16,0,Cloudy + High,1.8888888888888888
D21700,10.7,1.6,Rainy,Low,16:59,118,17.12,Long,16,0,Rainy + Low,11.02803738317757
D21701,6.3,5.5,Rainy,Low,14:21,54,34.65,Medium,14,0,Rainy + Low,8.571428571428571
D21702,5.9,1.0,Sunny,Medium,13:34,10,5.9,Medium,13,0,Sunny + Medium,1.694915254237288
D21703,17.7,5.9,Snowy,High,20:50,25,104.43,Long,20,0,Snowy + High,1.4124293785310735
D21704,3.0,2.8,Sunny,Medium,12:56,69,8.399999999999999,Short,12,0,Sunny + Medium,23.0
D21705,17.6,7.7,Snowy,Medium,11:56,82,135.52,Long,11,0,Snowy + Medium,4.659090909090908
D21706,12.2,2.8,Snowy,Medium,12:41,38,34.16,Long,12,0,Snowy + Medium,3.114754098360656
D21707,9.9,7.1,Cloudy,High,19:20,86,70.28999999999999,Medium,19,1,Cloudy + High,8.686868686868687
D21708,8.4,7.1,Snowy,Low,8:31,56,59.64,Medium,8,1,Snowy + Low,6.666666666666666
D21709,13.5,3.1,Snowy,Medium,13:31,42,41.85,Long,13,0,Snowy + Medium,3.111111111111111
D21710,3.5,3.7,Sunny,High,10:19,105,12.950000000000001,Short,10,0,Sunny + High,30.0
D21711,13.4,7.3,Foggy,High,12:01,13,97.82,Long,12,0,Foggy + High,0.9701492537313433
D21712,9.9,2.0,Rainy,Low,18:17,44,19.8,Medium,18,1,Rainy + Low,4.444444444444445
D21713,10.9,2.5,Snowy,High,17:17,31,27.25,Long,17,1,Snowy + High,2.8440366972477062
D21714,9.0,7.2,Cloudy,Medium,10:54,82,64.8,Medium,10,0,Cloudy + Medium,9.11111111111111
D21715,14.5,9.5,Sunny,Medium,17:57,28,137.75,Long,17,1,Sunny + Medium,1.9310344827586208
D21716,15.0,3.2,Rainy,Low,11:25,72,48.0,Long,11,0,Rainy + Low,4.8
D21717,7.3,1.3,Snowy,Low,7:14,91,9.49,Medium,7,1,Snowy + Low,12.465753424657535
D21718,10.9,4.7,Foggy,Medium,7:17,91,51.230000000000004,Long,7,1,Foggy + Medium,8.34862385321101
D21719,17.1,4.3,Rainy,Low,6:37,48,73.53,Long,6,0,Rainy + Low,2.807017543859649
D21720,8.0,6.2,Foggy,Medium,13:46,58,49.6,Medium,13,0,Foggy + Medium,7.25
