delivery_id,timestamp,origin_lat,origin_lon,origin_city,dest_lat,dest_lon,dest_city,distance,traffic_index,temperature,precipitation,wind_speed,weather_condition,vehicle_type,vehicle_capacity_weight,special_handling,num_stops,day_of_week,time_of_day,actual_delivery_time
DEL000426,3/4/2023 8:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.97,17.7,1.02,0.8,rain,Sprinter,1500,FALSE,5,5,8,3608.69
DEL000427,11/19/2023 6:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.65,9.8,0.06,26.7,cloudy,Small Van,1000,FALSE,0,6,6,4595.55
DEL000428,11/1/2023 19:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.66,13.4,0.07,18.1,cloudy,Small Van,1000,FALSE,4,2,19,2445.06
DEL000429,9/12/2023 15:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.31,10.5,0.1,17.5,clear,Medium Truck,3000,TRUE,1,1,15,3669.03
DEL000430,2/1/2023 16:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.69,7.7,1.37,27.8,rain,Small Van,1000,FALSE,4,2,16,3729.9
DEL000431,8/25/2023 6:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.51,26.4,0.08,12.4,cloudy,Small Van,1000,FALSE,1,4,6,4703.77
DEL000432,11/14/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.22,6.4,0.06,16.3,clear,Small Van,1000,FALSE,3,1,20,4029.92
DEL000433,12/3/2023 14:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.55,8.6,1.75,7.5,rain,Sprinter,1500,FALSE,0,6,14,3885.48
DEL000434,4/21/2023 16:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.35,13,0.09,0.2,clear,Large Truck,5000,FALSE,2,4,16,1730.96
DEL000435,4/14/2023 18:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.96,15.5,0.15,14.2,cloudy,Large Truck,5000,TRUE,0,4,18,5328.46
DEL000436,2/22/2023 18:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.85,3,0.03,16.5,cloudy,Large Truck,5000,FALSE,3,2,18,4104.06
DEL000437,2/24/2023 20:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.23,0,0.03,5,clear,Large Truck,5000,FALSE,3,4,20,219.48
DEL000438,8/15/2023 13:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.58,22.2,0.1,28,clear,Sprinter,1500,FALSE,5,1,13,5793.35
DEL000439,10/18/2023 10:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.79,8.1,0.07,11.2,clear,Sprinter,1500,FALSE,2,2,10,5184.39
DEL000440,9/26/2023 6:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.53,10.5,0.01,9.5,clear,Medium Truck,3000,FALSE,4,1,6,6945.67
DEL000441,11/11/2023 16:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,1.15,10.6,0.1,5.8,clear,Small Van,1000,FALSE,1,5,16,5642.35
DEL000442,5/30/2023 20:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.64,18.2,0,19.2,clear,Sprinter,1500,TRUE,0,1,20,5721.8
DEL000443,1/29/2023 8:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.37,0.7,0.04,13.1,clear,Medium Truck,3000,FALSE,4,6,8,1826.95
DEL000444,5/6/2023 6:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.62,16.9,0.75,4,rain,Large Truck,5000,FALSE,1,5,6,9086.36
DEL000445,8/21/2023 11:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.73,29.5,0.08,20.3,clear,Sprinter,1500,TRUE,4,0,11,2365.09
DEL000446,6/17/2023 8:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.55,27.5,0.09,28.7,clear,Medium Truck,3000,FALSE,1,5,8,2159.08
DEL000447,2/27/2023 14:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.47,8.5,0.03,17.6,clear,Large Truck,5000,FALSE,0,0,14,7405.77
DEL000448,5/5/2023 11:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.59,15,0.02,1,clear,Large Truck,5000,FALSE,1,4,11,4404.12
DEL000449,12/15/2023 9:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.48,9.6,1.16,25.9,rain,Small Van,1000,FALSE,4,4,9,8755.93
DEL000450,8/15/2023 20:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.73,21.3,0.03,25.1,clear,Small Van,1000,FALSE,3,1,20,4977.04
DEL000451,9/3/2023 16:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.78,9.2,0.02,6.2,clear,Medium Truck,3000,FALSE,1,6,16,2408.43
DEL000452,1/25/2023 14:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.3,3.2,0.2,10,cloudy,Medium Truck,3000,FALSE,1,2,14,7265.68
DEL000453,3/21/2023 16:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.41,10.9,1.19,11.2,rain,Sprinter,1500,FALSE,5,1,16,5325.79
DEL000454,2/11/2023 14:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.63,8.7,0.03,1.6,clear,Large Truck,5000,FALSE,1,5,14,7159.84
DEL000455,1/5/2023 20:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.48,2.3,0.16,26.3,cloudy,Sprinter,1500,FALSE,2,3,20,4361.54
DEL000456,9/21/2023 19:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.66,15,0.09,11.7,clear,Medium Truck,3000,FALSE,0,3,19,4742.92
DEL000457,8/5/2023 17:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.74,20.4,1.61,25,rain,Medium Truck,3000,FALSE,0,5,17,11258.92
DEL000458,7/22/2023 13:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.4,23.4,0.02,27.6,clear,Large Truck,5000,FALSE,0,5,13,4484.92
DEL000459,8/31/2023 20:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.78,24.8,0.02,8.1,clear,Large Truck,5000,FALSE,1,3,20,4964.83
DEL000460,1/13/2023 19:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.64,4.5,0.02,6.2,clear,Medium Truck,3000,FALSE,3,4,19,4464.83
DEL000461,1/23/2023 10:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.75,7.6,1.49,5.6,rain,Medium Truck,3000,FALSE,5,0,10,11751.63
DEL000462,6/19/2023 11:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.47,21,0.08,22.7,clear,Large Truck,5000,FALSE,2,0,11,3917.61
DEL000463,6/17/2023 8:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,1.1,22.2,0.09,13.8,clear,Sprinter,1500,FALSE,0,5,8,10703.93
DEL000464,6/21/2023 11:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.28,23.1,0.22,19.8,cloudy,Small Van,1000,FALSE,4,2,11,3682.24
DEL000465,2/16/2023 6:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.38,5.8,1.15,24.7,rain,Sprinter,1500,FALSE,3,3,6,5270.34
DEL000466,10/4/2023 10:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.77,10.7,0.02,6,clear,Sprinter,1500,FALSE,4,2,10,2389.13
DEL000467,3/28/2023 13:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.35,16.1,0.52,13.8,rain,Sprinter,1500,FALSE,0,1,13,6274.2
DEL000468,2/13/2023 8:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.89,3.6,0.07,21.5,clear,Sprinter,1500,FALSE,3,0,8,2754.13
DEL000469,5/15/2023 14:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.79,15.1,0.01,17.8,clear,Medium Truck,3000,FALSE,4,0,14,7628.7
DEL000470,7/25/2023 11:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.38,21.5,0.1,24.7,cloudy,Small Van,1000,FALSE,4,1,11,6662.2
DEL000471,1/25/2023 9:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,1.17,2.4,0.06,19.9,clear,Large Truck,5000,FALSE,5,2,9,10215.02
DEL000472,7/5/2023 17:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,1.09,25.9,0.7,16.7,snow,Sprinter,1500,FALSE,3,2,17,16753.47
DEL000473,9/17/2023 6:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.75,14,0.09,7.5,clear,Sprinter,1500,FALSE,3,6,6,380.15
DEL000474,8/5/2023 11:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.71,21.8,0,7.1,clear,Medium Truck,3000,TRUE,1,5,11,296.85
DEL000475,1/21/2023 14:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.61,0.2,0.03,25.2,cloudy,Sprinter,1500,FALSE,3,5,14,4855.44
DEL000476,6/22/2023 11:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.58,22.2,0.18,28.9,cloudy,Small Van,1000,FALSE,2,3,11,8536.71
DEL000477,8/18/2023 9:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.95,20,0.09,2,clear,Sprinter,1500,FALSE,0,4,9,8657.55
DEL000478,7/15/2023 16:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.34,20.2,0.07,10.3,clear,Small Van,1000,FALSE,3,5,16,1822.09
DEL000479,9/6/2023 7:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,1.03,12.5,0.06,21.4,clear,Medium Truck,3000,FALSE,2,2,7,5354.07
DEL000480,4/9/2023 7:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.83,10,1.28,15,rain,Large Truck,5000,FALSE,5,6,7,3398.54
DEL000481,10/16/2023 10:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.64,12.3,0.58,14.8,snow,Medium Truck,3000,FALSE,4,0,10,8204.82
DEL000482,4/7/2023 19:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.63,11.1,0.05,12.6,clear,Medium Truck,3000,FALSE,1,4,19,4000.62
DEL000483,12/3/2023 12:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.53,1.1,1.4,6.6,rain,Small Van,1000,FALSE,2,6,12,347.37
DEL000484,3/20/2023 15:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.51,14.5,0.09,26.8,cloudy,Small Van,1000,FALSE,2,0,15,4188.52
DEL000485,4/12/2023 19:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.69,17.4,0.02,16.8,clear,Sprinter,1500,FALSE,2,2,19,8474.39
DEL000486,5/13/2023 8:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.42,10.9,0.04,25,clear,Medium Truck,3000,FALSE,2,5,8,3590.48
DEL000487,8/23/2023 20:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.68,23.7,0.06,28.2,clear,Small Van,1000,FALSE,0,2,20,1941.59
DEL000488,10/23/2023 20:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.41,13.5,0.03,8.9,clear,Large Truck,5000,FALSE,4,0,20,2660.4
DEL000489,10/12/2023 12:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.65,7,0.03,26.5,clear,Medium Truck,3000,FALSE,4,3,12,4627.95
DEL000490,5/21/2023 7:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.9,16,0.04,2.2,clear,Small Van,1000,FALSE,4,6,7,402.67
DEL000491,9/7/2023 13:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.74,7.4,0.04,2.3,clear,Sprinter,1500,FALSE,1,3,13,3039.57
DEL000492,9/29/2023 6:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.38,6.4,0.03,20.2,clear,Medium Truck,3000,TRUE,2,4,6,249.26
DEL000493,2/14/2023 10:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.35,8.8,0.09,17.5,clear,Small Van,1000,FALSE,1,1,10,3425.48
DEL000494,5/26/2023 7:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,1.02,15.4,0.06,14.5,clear,Large Truck,5000,TRUE,5,4,7,6709.81
DEL000495,12/10/2023 19:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.45,9.1,0.4,29.5,snow,Medium Truck,3000,FALSE,0,6,19,13030.18
DEL000496,6/26/2023 17:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.5,20.2,0.06,26.9,clear,Large Truck,5000,FALSE,2,0,17,6991.58
DEL000497,9/4/2023 6:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.37,6,0.05,24.3,clear,Sprinter,1500,FALSE,3,0,6,4354.19
DEL000498,1/2/2023 13:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.73,6.6,0.07,20.6,clear,Small Van,1000,FALSE,2,0,13,7940.52
DEL000499,1/4/2023 10:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.2,8.5,0.09,9.8,clear,Large Truck,5000,FALSE,4,2,10,2167.12
DEL000500,9/28/2023 13:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.6,10.8,1.35,19,rain,Sprinter,1500,FALSE,2,3,13,9068.86
DEL000501,3/19/2023 6:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.4,12.2,0.03,7.9,clear,Large Truck,5000,FALSE,4,6,6,3452.09
DEL000502,8/2/2023 10:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.33,25.5,0.02,1.3,clear,Medium Truck,3000,FALSE,2,2,10,4848.45
DEL000503,5/12/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.57,12.9,0.05,27.5,cloudy,Medium Truck,3000,FALSE,4,4,20,5958.64
DEL000504,12/2/2023 16:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.83,6.3,0.02,14.5,clear,Small Van,1000,FALSE,4,5,16,3346.16
DEL000505,4/25/2023 14:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.45,12.7,0,22.2,clear,Medium Truck,3000,FALSE,4,1,14,4421.56
DEL000506,3/29/2023 9:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.3,17,0.08,1.2,clear,Medium Truck,3000,FALSE,1,2,9,1643.24
DEL000507,1/1/2023 20:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.39,7.1,0.03,15.5,clear,Large Truck,5000,FALSE,3,6,20,1831.59
DEL000508,12/4/2023 12:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.63,6.7,0.01,9,clear,Small Van,1000,FALSE,2,0,12,7452.26
DEL000509,5/25/2023 16:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.78,10.6,0.61,18.7,rain,Small Van,1000,FALSE,5,3,16,8246.33
DEL000510,2/7/2023 19:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.58,8.1,0.01,9,clear,Large Truck,5000,FALSE,5,1,19,5103.57
DEL000511,10/27/2023 20:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.72,10,0.2,13.1,cloudy,Sprinter,1500,FALSE,0,4,20,4687.77
DEL000512,9/19/2023 18:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.94,12.1,0.83,3.9,rain,Medium Truck,3000,FALSE,1,1,18,3189.81
DEL000513,11/19/2023 9:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.94,12.2,0.09,4.3,clear,Medium Truck,3000,TRUE,5,6,9,2716.16
DEL000514,10/8/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.51,10.6,0,12.3,clear,Large Truck,5000,FALSE,1,6,13,4185.11
DEL000515,1/23/2023 10:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.23,0.2,0.99,13.9,rain,Large Truck,5000,FALSE,5,0,10,2266.33
DEL000516,8/16/2023 12:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.36,21.4,1.22,0.7,rain,Medium Truck,3000,FALSE,5,2,12,4554.65
DEL000517,3/13/2023 6:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.54,14.5,0.03,9.9,clear,Sprinter,1500,FALSE,0,0,6,1920.7
DEL000518,9/18/2023 15:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.26,9.6,0.29,22.1,cloudy,Medium Truck,3000,FALSE,5,0,15,335.53
DEL000519,12/31/2023 8:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,1.17,7.2,0.01,5.3,clear,Large Truck,5000,FALSE,1,6,8,11026.68
DEL000520,3/26/2023 17:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.99,10.6,1.85,19.5,rain,Small Van,1000,FALSE,4,6,17,4517.95
DEL000521,7/3/2023 8:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.54,20.8,0.53,0.1,rain,Large Truck,5000,FALSE,0,0,8,2502.56
DEL000522,9/28/2023 20:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.35,8,0.13,28.1,cloudy,Medium Truck,3000,FALSE,2,3,20,7225.88
DEL000523,9/19/2023 15:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.25,5.7,0.68,2.8,rain,Medium Truck,3000,FALSE,3,1,15,2766.66
DEL000524,10/14/2023 10:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.69,7.8,0.12,7.8,cloudy,Small Van,1000,FALSE,0,5,10,299.8
DEL000525,3/30/2023 10:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.66,16.3,1.05,10.9,rain,Sprinter,1500,FALSE,3,3,10,6613.83
DEL000526,3/25/2023 14:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.74,17.7,0.6,8.5,rain,Sprinter,1500,FALSE,1,5,14,404.53
DEL000527,3/13/2023 16:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.39,10.9,0.02,17.6,clear,Medium Truck,3000,FALSE,1,0,16,2065.69
DEL000528,2/20/2023 11:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.38,5,0.1,25.3,clear,Sprinter,1500,FALSE,2,0,11,4655.17
DEL000529,12/31/2023 13:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.33,2.3,0.13,10.7,cloudy,Medium Truck,3000,FALSE,1,6,13,3875.87
DEL000530,11/22/2023 10:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.66,7.2,0.01,8.1,clear,Sprinter,1500,TRUE,3,2,10,2123.76
DEL000531,4/9/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.44,15.2,0.05,7.8,clear,Sprinter,1500,FALSE,5,6,12,7405.44
DEL000532,8/5/2023 14:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.3,21.4,0.21,17.1,cloudy,Sprinter,1500,TRUE,2,5,14,261.44
DEL000533,11/18/2023 15:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.74,11.8,1.51,15.4,rain,Sprinter,1500,TRUE,5,5,15,11343.56
DEL000534,1/17/2023 6:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.25,3.2,0.05,27.8,clear,Small Van,1000,FALSE,0,1,6,1703.38
DEL000535,7/22/2023 20:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.29,23.7,0.1,6.1,clear,Medium Truck,3000,FALSE,5,5,20,5667.19
DEL000536,3/30/2023 14:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.48,10,0.07,2,clear,Sprinter,1500,FALSE,3,3,14,3786.94
DEL000537,8/25/2023 18:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.49,23,0,20,clear,Large Truck,5000,FALSE,3,4,18,3790.54
DEL000538,7/26/2023 11:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.24,26.3,0.12,15.5,cloudy,Large Truck,5000,FALSE,2,2,11,3436.78
DEL000539,7/6/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.65,21.2,0.02,14.1,cloudy,Small Van,1000,FALSE,3,3,20,5893.09
DEL000540,3/24/2023 16:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,1.14,16.9,1.68,9.5,rain,Sprinter,1500,FALSE,3,4,16,3554.7
DEL000541,11/20/2023 20:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.21,12.4,0.08,6.3,clear,Large Truck,5000,TRUE,1,0,20,5194.73
DEL000542,3/14/2023 13:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.25,15.2,0.05,26.3,clear,Sprinter,1500,FALSE,5,1,13,291.02
DEL000543,4/1/2023 15:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.3,19.6,1.59,7.7,rain,Small Van,1000,FALSE,3,5,15,315.11
DEL000544,8/15/2023 20:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.72,26,0.18,25.3,cloudy,Small Van,1000,FALSE,0,1,20,9285.49
DEL000545,7/3/2023 9:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,1.12,21.2,0.01,24.2,clear,Medium Truck,3000,FALSE,3,0,9,3648
DEL000546,1/18/2023 18:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.91,7.6,0.07,20.7,cloudy,Sprinter,1500,FALSE,1,2,18,9493.91
DEL000547,9/7/2023 19:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.77,8.6,0.01,4.9,clear,Small Van,1000,FALSE,3,3,19,8145.3
DEL000548,5/23/2023 10:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.34,19.9,0.11,21.1,cloudy,Small Van,1000,FALSE,4,1,10,7356.36
DEL000549,8/8/2023 17:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.63,27.5,0.03,8.8,clear,Large Truck,5000,TRUE,4,1,17,8314.32
DEL000550,3/13/2023 18:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.38,17,0.22,20.7,cloudy,Medium Truck,3000,FALSE,4,0,18,2196.22
DEL000551,11/30/2023 12:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.24,9.8,0.84,12.9,snow,Sprinter,1500,FALSE,1,3,12,398.98
DEL000552,9/9/2023 13:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.69,14.1,0.06,22.3,clear,Medium Truck,3000,FALSE,2,5,13,4804.47
DEL000553,7/21/2023 10:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.72,20.3,0.01,6.8,cloudy,Medium Truck,3000,FALSE,1,4,10,5191.82
DEL000554,6/24/2023 19:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.67,22.7,0.06,13.4,clear,Large Truck,5000,FALSE,0,5,19,8319.63
DEL000555,9/29/2023 10:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.38,12.2,1.08,14.7,rain,Sprinter,1500,FALSE,0,4,10,5187.34
DEL000556,3/12/2023 14:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.47,11.2,1.59,5.1,rain,Sprinter,1500,FALSE,3,6,14,8439.03
DEL000557,10/17/2023 18:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.45,8.9,0.07,27.3,clear,Sprinter,1500,FALSE,3,1,18,2521.59
DEL000558,9/18/2023 12:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.67,7,0.04,18.6,clear,Medium Truck,3000,FALSE,5,0,12,2653.03
DEL000559,6/3/2023 14:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.3,21.8,0.07,29.9,clear,Large Truck,5000,FALSE,0,5,14,202.08
DEL000560,4/3/2023 15:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.46,18.6,0.05,17.9,clear,Medium Truck,3000,FALSE,1,0,15,4674.47
DEL000561,7/6/2023 20:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.65,23.2,0.03,2.4,clear,Small Van,1000,FALSE,2,3,20,286.2
DEL000562,7/22/2023 13:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.73,28.9,0.08,18.2,clear,Large Truck,5000,FALSE,1,5,13,2328.31
DEL000563,4/29/2023 20:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.23,13.4,0.01,26.2,clear,Sprinter,1500,FALSE,3,5,20,5808.35
DEL000564,11/29/2023 17:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.89,12,0.26,0.7,cloudy,Sprinter,1500,FALSE,4,2,17,5505.93
DEL000565,5/8/2023 19:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.58,10.9,0.17,20,cloudy,Medium Truck,3000,FALSE,2,0,19,4367.19
DEL000566,1/21/2023 13:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.52,7.6,0.02,26.5,clear,Medium Truck,3000,FALSE,1,5,13,2976.52
DEL000567,1/6/2023 6:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.46,0.8,0.04,0.1,clear,Sprinter,1500,TRUE,3,4,6,3788.73
